"time","Sg","Lg","Lq","Iag","Iaq","Ismg","Ismq","Issq","R","D","Hg","AGG_TOTAL_PEOPLE","AGG_L_rowSums","AGG_I_rowSums","AGG_S_rowSums","AGG_R_rowSums","AGG_D_rowSums","AGG_H_rowSums","trans_rate","frac_contact_trace","Cgg","Cgq","t_latency","f_symp","t_Ia_R","f_mild","f_mild_iso","t_presymp","t_diag","t_mild_symptomatic","f_severe_death","t_severe_recovery","t_severe_Death","t_severe_Hosp","Hg_cap","f_Hg_saved","t_Hg","max_time_steps","CHANGE_Sg_in","CHANGE_D_in","CHANGE_Lg_in","CHANGE_Lq_in","CHANGE_Iag_in","CHANGE_Iaq_in","CHANGE_Ismg_in","CHANGE_Ismq_in","CHANGE_Issq_in","CHANGE_Hg_in","CHANGE_R_in"
96,0.4605168572796,0.0160618543405649,0.144556682705327,1721.90396872523,15495.0138249154,5643.53866059431,31980.0524100344,148.295206980015,925153.207873378,13980.8914875538,5976.47543242467,1000100,0.160618537045892,54988.8040712494,0.4605168572796,925153.207873378,13980.8914875538,5976.47543242467,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,48.9003974849639,0.00165034847675322,0.014853136290779,0.00434104171366618,0.0390693737041423,138.441235978665,784.500337212433,150.246302612504,148.295206980015,3525.57518309015
97,0.44476156070967,0.0136356511826021,0.122720855789827,1610.85705655054,14495.72846266,5338.29609712127,30250.3445503538,138.715928867987,928582.236402523,14028.4566724365,5654.78371141867,1000100,0.13635650697243,51833.9420955537,0.44476156070967,928582.236402523,14028.4566724365,5654.78371141867,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,46.252425548189,0.00150347832878906,0.0135313049591016,0.00368531113043299,0.0331677988621155,129.513054159972,733.90730690651,140.556802964311,138.715928867988,3334.11400138933
98,0.430395521995343,0.0116626093750547,0.104963480671366,1506.9713222032,13560.8848751554,5048.22473313817,28606.6068211163,129.764732793656,931824.631410231,14073.4403077115,5348.92877603848,1000100,0.11662609004642,48852.4524844067,0.430395521995343,931824.631410231,14073.4403077115,5348.92877603848,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,43.7363649159544,0.00137214816220973,0.0123493334598876,0.00315205658785261,0.0283685082895583,121.160631682961,686.57691287011,131.492158415616,129.764732793656,3152.23968365286
99,0.417273283776605,0.0100481169056703,0.0904330493241457,1409.78502584853,12686.3279730841,4772.69320751859,27045.261509272,121.394278659014,934889.775955452,14115.9715274547,5058.27276826039,1000100,0.100481166229816,46035.4619943822,0.417273283776605,934889.775955452,14115.9715274547,5058.27276826039,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,41.3466839332118,0.00125441988550365,0.0112897789695329,0.00271570727180278,0.0244413646822015,113.346844624417,642.298786205032,123.012079437352,121.394278659014,2979.54621349229
100,0.405267400364151,0.00871844749969264,0.078466025339786,1318.86628496572,11868.1713461212,4511.08426175128,25562.8108165905,113.564821180776,937786.650494956,14156.173982151,4782.18554040976,1000100,0.0871844728394786,43374.4975306095,0.405267400364151,937786.650494956,14156.173982151,4782.18554040976,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,39.0779874748051,0.00114863223949112,0.0103376901554201,0.00235633716207909,0.0212070338756178,106.03696959157,600.876161018895,115.078881727285,113.564821180777,2815.63747745449
101,0.394265733036544,0.00761588484826924,0.0685429619878799,1233.81086058634,11102.777341817,4262.79571689377,24155.8423957314,106.240679197548,940523.847301646,14194.166033434,4520.04924611353,1000100,0.0761588468361491,40861.466994226,0.394265733036544,940523.847301646,14194.166033434,4520.04924611353,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,36.9250183547966,0.00105335625986638,0.00948020633879744,0.00205834725628898,0.0185251248615892,99.1985057355255,562.124865834644,107.657293046307,106.240679197547,2660.12777355718
102,0.384169378221477,0.00669519458850345,0.0602567500399801,1154.2404755498,10386.7419319757,4027.24141713918,22821.034697122,99.3889913522132,943109.579879216,14230.0608776778,4271.2606086438,1000100,0.0669519446284835,38488.6475131389,0.384169378221477,943109.579879216,14230.0608776778,4271.2606086438,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,34.8826629844112,0.000967359252334796,0.00870623327101317,0.00180951205094688,0.0162856081189135,92.8010395389128,525.872557387172,100.714306476339,99.3889913522135,2512.64231792211
103,0.374891110265481,0.00592105519562416,0.0532894958016697,1079.80162179115,9716.8839797193,3803.85223564902,21555.1626686778,92.9792269558223,945551.687067195,14263.9665966954,4035.23250165552,1000100,0.0592105509972938,36248.6797327931,0.374891110265481,945551.687067195,14263.9665966954,4035.23250165552,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,32.94595906454,0.000889575442171359,0.00800617897954223,0.00160028518800653,0.0144025664328837,86.8161489217456,491.958177223225,94.2190763491812,92.979226955822,2372.81780917706
104,0.366353546791866,0.0052655103352091,0.0473895922850413,1010.16341024328,9090.22589126224,3592.07630205265,20355.099044965,86.9828399684713,947857.652542181,14295.9864185737,3811.39454210418,1000100,0.0526551026202504,34134.5474884917,0.366353546791866,947857.652542181,14295.9864185737,3811.39454210418,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,31.110096858626,0.000819079901495293,0.00737171911345764,0.00142311090140787,0.012807997914876,81.2172303734059,460.230972115967,88.1427306378048,86.9828399684711,2240.30247510846
105,0.358487894714702,0.00470646296931205,0.0423581661652934,945.016215797757,8503.9814222313,3391.37940639448,19217.8166362354,81.3731635374579,950034.615115392,14326.2188537873,3599.19363409997,1000100,0.0470646291346055,32139.5668441964,0.358487894714702,950034.615115392,14326.2188537873,3599.19363409997,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,29.3704224625089,0.000755067827415285,0.00679561044673756,0.00127201701873299,0.0114481530176469,75.9793900073917,430.549876708553,82.4582527212002,81.3731635374579,2114.75626119034
106,0.351232919165843,0.00422643138116802,0.0380378820042605,884.070435179169,7955.54450006782,3201.24529819664,18140.3900231143,76.1252784555652,952089.378715059,14354.7578276812,3398.09442501366,1000100,0.0422643133854285,30257.3755350135,0.351232919165843,952089.378715059,14354.7578276812,3398.09442501366,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,27.7224401191876,0.000696837238886921,0.00627153514998229,0.00114227875166703,0.0102805086498001,71.0793436943211,402.782947601153,77.1403730015888,76.125278455565,1995.85095991596
107,0.344533948498946,0.00381147464687618,0.0343032714965664,827.055132513574,7442.47703581484,3021.17578632808,17119.9961225258,71.2158193254037,954028.424997758,14381.6928493418,3207.57960769733,1000100,0.0381147461434426,28481.9198965077,0.344533948498946,954028.424997758,14381.6928493418,3207.57960769733,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,26.161812694394,0.000643774128913515,0.00579396716022164,0.00103012828293951,0.00927115445853146,66.4953081655288,376.80674627133,72.1654507222793,71.2158193254036,1883.27021357183
108,0.338342031792705,0.00345042762189499,0.0310538483487859,773.716803002448,6962.49779870768,2850.69074191677,16153.914204195,66.6229573315343,955857.925532745,14407.1091749212,3027.14994087272,1000100,0.0345042759706809,26807.4425051535,0.338342031792705,955857.925532745,14407.1091749212,3027.14994087272,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,24.6843616674947,0.000595340008214957,0.00535806007393461,0.000932548005917564,0.00839293198615835,62.2069016123511,352.505775803323,67.5113660909237,66.6229573315345,1776.7094624852
109,0.33261330700664,0.0031343859663228,0.0282094735074335,723.818334346095,6513.47307026548,2689.32799896579,15239.5253274728,62.3263460730483,957583.752814415,14431.0879558546,2856.32419544021,1000100,0.0313438594737563,25228.4710771232,0.33261330700664,957583.752814415,14431.0879558546,2856.32419544021,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,23.2860661680581,0.000551061567377286,0.00495955410639558,0.000847131342249404,0.00762418202903607,58.1950601844816,329.772007712063,63.157429657577,62.3263460730482,1675.87583935474
110,0.327308346669098,0.00285613424760308,0.0257052080838266,677.137889734433,6093.40659258593,2536.64321378542,14374.311544784,58.3068260094203,959211.492363597,14453.706402336,2694.63929747863,1000100,0.0285613423314296,23739.8060668992,0.327308346669098,959211.492363597,14453.706402336,2694.63929747863,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,21.9630611788039,0.000510521687203018,0.00459469518482716,0.000771928175027858,0.00694735353616934,54.4419481823381,308.504373033249,59.084284849049,58.3068260094201,1580.48803547585
111,0.322391646682905,0.00260982242394986,0.0234884017051939,633.467941031063,5700.430868194,2392.20963219915,13555.8545824618,54.5464423043299,960746.454049932,14475.03793625,2541.65005775677,1000100,0.0260982241291438,22336.5094661904,0.322391646682905,960746.454049932,14475.03793625,2541.65005775677,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,20.7116355660166,0.000473351917167634,0.00426016725450871,0.000705357411878341,0.00634821667707944,50.9308803249787,288.608321841546,55.273823608504,54.54644230433,1490.27611645173
112,0.31783116745999,0.00239069032298124,0.0215162128226114,592.614336030907,5332.79876651061,2255.61780149371,12781.8342084644,51.0286571953393,962193.683500301,14495.1523451824,2396.92864675133,1000100,0.0239069031455926,21013.8937696949,0.31783116745999,962193.683500301,14495.1523451824,2396.92864675133,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,19.5282300199963,0.000439226036343527,0.00395303432709174,0.000646132519724661,0.00581519265475984,47.6462467575363,269.995398292706,51.7091050081789,51.0286571953393,1404.9813052034
113,0.313597950381571,0.00219483296437398,0.0197534966150912,554.395460975942,4988.87598752689,2126.47526231397,12050.0264864458,47.7377256415946,963557.972718671,14514.1159275233,2260.06488462163,1000100,0.0219483295794652,19767.5109229042,0.313597950381571,963557.972718671,14514.1159275233,2260.06488462163,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,18.4094331627219,0.000407854581727507,0.00367069123554756,0.000593198098479455,0.00533878286894358,44.5734457174113,252.58285906533,48.3742821739347,47.7377256415948,1324.35575850263
114,0.309665769864567,0.00201903293323486,0.0181712963500598,518.641429137978,4667.13376004938,2004.40618737614,11358.3017284648,44.6590269982141,964843.87085635,14531.991638083,2130.66551744101,1000100,0.0201903292832947,18593.1421320265,0.309665769864567,964843.87085635,14531.991638083,2130.66551744101,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,17.3519790942341,0.000378980139579803,0.00341082125621823,0.000545684576549963,0.00491116117569184,41.6988182962556,236.293303678782,45.2545314843084,44.6590269982139,1248.16231021466
115,0.306010816273006,0.00186061938349562,0.0167455744140228,485.193244898171,4366.14131944613,1889.05085459229,10704.6215093563,41.778883285155,966055.696488572,14548.8392557149,2008.35382712509,1000100,0.0186061937975184,17486.7858115781,0.306010816273006,966055.696488572,14548.8392557149,2008.35382712509,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,16.3527424942534,0.000352373256471965,0.00317135930824768,0.000502870103647465,0.00452583092270885,39.0095812318926,221.054293647391,42.3359796315113,41.7788832851552,1176.17411323328
116,0.302611459742633,0.0017173665337042,0.0154562987747651,453.902211619542,4084.56057922928,1780.06538733415,10087.0371948935,39.0844844122625,967197.545443328,14564.7154897358,1892.76942432248,1000100,0.0171736653084693,16444.6498574888,0.302611459742633,967197.545443328,14564.7154897358,1892.76942432248,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,15.4087362367928,0.000327829043920268,0.00295046139528241,0.000464153117217352,0.00417737804723381,36.4937793012154,206.798082706887,39.6056519548074,39.0844844122626,1108.17445513388
117,0.299448004375698,0.00158740559002836,0.0142866502884483,424.629199898452,3821.13954622026,1677.12120169103,9503.68680958252,36.5638530773148,968273.302247548,14579.6741362803,1783.56768364164,1000100,0.0158740558784767,15463.1406104696,0.299448004375698,968273.302247548,14579.6741362803,1783.56768364164,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,14.517106559907,0.000305164136596745,0.0027464772293707,0.000429028537845504,0.00386125683471576,34.1402264875405,193.461283429396,37.0514085911293,36.5638530773149,1043.95638851267
118,0.296502470871237,0.00146915492871916,0.0132223943418313,397.243949876832,3574.70604221983,1579.90441325407,8952.79167510638,34.2057718065792,969286.651546331,14593.7662345748,1680.41917281024,1000100,0.0146915492705504,14538.8518522637,0.296502470871237,969286.651546331,14593.7662345748,1680.41917281024,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,13.6751278117433,0.000284214060456114,0.00255792654410503,0.000397068899653828,0.00357362009238683,31.9384498864492,180.984549356546,34.6618835976968,34.2057718065792,983.322338125524
119,0.293758476573618,0.00136127822630366,0.0122515040240345,371.624780931662,3344.16509157125,1488.11581792309,8432.6563015642,31.9997638887088,970241.081114513,14607.0401074371,1583.00965091155,1000100,0.0136127822503382,13668.5617558789,0.293758476573618,970241.081114513,14607.0401074371,1583.00965091155,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,12.8802022474101,0.000264831158219804,0.00238348042397823,0.000367913034136124,0.00331121730379312,29.878666364796,169.312442733844,32.4264596207088,31.9997638887089,926.084076609773
120,0.291201047841904,0.00126263482266662,0.0113637133943081,347.657910332144,3128.49278991459,1401.47021773113,7941.66456714306,29.9360321982758,971139.893733307,14619.5415240803,1491.03939789752,1000100,0.0126263482169747,12849.2215173192,0.291201047841904,971139.893733307,14619.5415240803,1491.03939789752,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,12.1298541011216,0.00024688255452895,0.00222194299076055,0.000341252654774762,0.00307127389035354,27.951727780684,158.393124090542,30.3352084441531,29.9360321982758,872.062282797546
121,0.288816438787729,0.00117223451874671,0.0105501106613241,325.236710204351,2926.72961778431,1319.69554822068,7478.2747732505,28.0053937340184,971986.221192558,14631.313892447,1404.22233301711,1000100,0.0117223451800708,12077.9420431939,0.288816438787729,971986.221192558,14631.313892447,1404.22233301711,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,11.4217219406652,0.000230248337628376,0.00207223503865539,0.000316820140201813,0.00285138125981733,26.1490612433568,148.178013712355,28.378826155581,28.0053937340185,821.08597600507
122,0.286592055953084,0.00108922694571274,0.00980304250577025,304.261498534258,2737.97855989417,1242.53279937782,7041.01919647432,26.1992652415497,972783.026957378,14642.3982953886,1322.28594338555,1000100,0.010892269451483,11351.9913195221,0.286592055953084,972783.026957378,14642.3982953886,1322.28594338555,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,10.7535579579039,0.000214820226140003,0.00193338203526003,0.000294385661003443,0.00264947094750547,24.462652309823,138.62169642233,26.5486149098854,26.1992652415497,772.992458653625
123,0.284516339592439,0.00101287384995573,0.00911586464529358,284.63903528384,2561.40057080309,1169.73544291541,6628.50084318731,24.5096202483739,973533.115518046,14652.8336190413,1244.97070539626,1000100,0.0101287384952493,10668.785512438,0.284516339592439,973533.115518046,14652.8336190413,1244.97070539626,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,10.1232229508886,0.00020050024750701,0.00180450222756309,0.000273749689177224,0.0024637472014307,22.885004472545,129.681692011088,24.8364389624519,24.5096202483739,727.626944281943
124,0.282578656571298,0.000942527805769655,0.00848275024863897,266.282066723215,2396.21047446605,1101.06891068108,6239.39049385947,22.9289442039779,974239.140873294,14662.656669325,1172.02956351193,1000100,0.00942527805440863,10025.8808899338,0.282578656571298,974239.140873294,14662.656669325,1172.02956351193,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,9.52868174253411,0.000187199590255986,0.00168479631230387,0.00025473724480261,0.00229263520233486,21.4091025237029,121.318247634316,23.234684909445,22.9289442039778,684.842218916469
125,0.280769221423386,0.000877621673755082,0.00789859506128657,249.108971920212,2241.67378307586,1036.31015447468,5872.42420868983,21.4502065663595,974903.613383239,14671.9022661354,1103.22748046042,1000100,0.00877621673504166,9420.96732472694,0.280769221423386,974903.613383239,14671.9022661354,1103.22748046042,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,8.96799933407219,0.000174837630338684,0.00157353867304816,0.000237195046960833,0.00213475542196934,20.0283841329234,113.494176753233,21.7362308419324,21.4502065663596,644.498356619547
126,0.279079020501316,0.000817656255371332,0.00735890629642706,233.043405098135,2097.10347872382,975.247187928013,5526.40073159207,20.0668376035459,975528.906800218,14680.6033400047,1038.34096324856,1000100,0.00817656255179839,8851.86164094558,0.279079020501316,975528.906800218,14680.6033400047,1038.34096324856,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,8.43933691336776,0.00016334106403016,0.00147006957627144,0.000220988177127387,0.00198889359362893,18.7367110928123,106.174696192603,20.3344151394862,20.066837603546,606.462423879636
127,0.277499738947121,0.000762188570654814,0.0068596971344319,218.013940022027,1961.85681331429,917.678615664714,5200.17882210005,18.7726877189593,976117.265376812,14688.791029896,977.157592847398,1000100,0.00762188570508671,8316.50087882003,0.277499738947121,976117.265376812,14688.791029896,977.157592847398,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,7.94094771900903,0.000152643135687297,0.00137378822118567,0.000205996910987788,0.00185397219849511,17.5283407275773,99.327264122938,19.0230054407816,18.7726877189593,570.608176345271
128,0.276023699426307,0.000710824947583085,0.00639742452713246,203.953756472024,1835.33248721134,863.41318900379,4892.67473768814,17.5619941536495,976670.810355654,14696.4947725597,919.475575307828,1000100,0.00710824947471554,7812.93616452894,0.276023699426307,976670.810355654,14696.4947725597,919.475575307828,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,7.47117314764713,0.00014268296445304,0.00128414668007736,0.000192114850698131,0.00172903365598175,16.3979006854579,92.921437217595,17.7961712865435,17.5619941536495,536.815773600587
129,0.274643806432054,0.000663214123891711,0.00596892711417423,190.800343200316,1716.96797621747,812.269370180506,4602.8597643562,16.4293835498633,977191.546231562,14703.7423887272,865.103266258438,1000100,0.00663214123806594,7339.32683750435,0.274643806432054,977191.546231562,14703.7423887272,865.103266258438,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,7.02843900584161,0.000133404948331052,0.00120064453497947,0.000179247060511273,0.00161322354437141,15.3403650564384,86.9287353198177,16.6484582007859,16.4293835498632,504.971499792569
130,0.273353496835308,0.000619041474340217,0.00557137326841236,178.495223441979,1606.23706150928,764.074914215519,4329.75784722127,15.3698181613818,977681.366656103,14710.5601645257,813.858770909725,1000100,0.00619041474275258,6893.93486454943,0.273353496835308,977681.366656103,14710.5601645257,813.858770909725,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,6.61125180210048,0.000124758238154996,0.00112282414339496,0.000167308506578437,0.00150577655903037,14.3510323032931,81.3225163853275,15.574763740008,15.3698181613818,474.967496139987
131,0.2721466952963,0.000578024395652121,0.00520221956037332,166.983700783596,1502.64754276837,718.666473003866,4072.44334702191,14.3785871100805,978142.059971521,14716.972927725,765.569523126674,1000100,0.00578024395602544,6475.11965068782,0.2721466952963,978142.059971521,14716.972927725,765.569523126674,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,6.21819531966528,0.000116696273085057,0.00105026645776551,0.000156222809635708,0.00140600528658738,13.4255048294014,76.077860699941,14.5703153187302,14.3785871100805,446.701507823395
132,0.271017769929899,0.000539908073725306,0.00485917266314939,156.214587240265,1405.73879120942,675.889124895889,3830.03837441004,13.4512833958614,978575.315489725,14723.0041343856,720.0717978865,1000100,0.00539908073687469,6081.33216115147,0.271017769929899,978575.315489725,14723.0041343856,720.0717978865,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,5.84792651931421,0.000109176350485184,0.000982587154366653,0.00014592110100684,0.00131328990895929,12.5596671161139,71.1714469913121,13.6306464826042,13.4512833958614,420.076584567697
133,0.269961505805572,0.000504462631044559,0.00454016367911223,146.140057632041,1315.08043914767,635.596189701293,3601.71174164066,12.5837884730169,978982.72634328,14728.6759080612,677.210525931488,1000100,0.00504462631015679,5711.11221659468,0.269961505805572,978982.72634328,14728.6759080612,677.210525931488,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,5.49917391544461,0.000102159298447662,0.000919433686028962,0.000136341251633665,0.00122707126462493,11.7496740146057,66.5814860827654,12.7515842018976,12.5837884730169,395.000961230317
134,0.268973048695606,0.000471479007253422,0.00424331106506037,136.715251426932,1230.26879707655,597.648390900583,3386.6742151033,11.7722398177353,979365.799818154,14734.009182708,636.838416973596,1000100,0.00471479007231379,5363.07889432511,0.268973048695606,979365.799818154,14734.009182708,636.838416973596,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,5.17073029609439,9.56090516476362e-05,0.000860481464828726,0.000127426758717141,0.00114684082839469,10.9919187340165,62.2875394927603,11.9292141299404,11.7722398177353,371.387528271038
135,0.268047898660784,0.000440767904727831,0.00396691114238223,127.898267303185,1150.92680473499,561.91397038034,3184.17916548859,11.0130294915189,979725.956530319,14739.0236910545,598.816085649935,1000100,0.00440767904711006,5035.93123739863,0.268047898660784,979725.956530319,14739.0236910545,598.816085649935,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,4.86145370827375,8.94924561251833e-05,0.00080543210512665,0.000119126460737252,0.00107213814658979,10.283032404259,58.2705169574677,11.1598801286532,11.013029491519,349.153901684722
136,0.267181863722992,0.000412156435910066,0.00370940792306221,119.649818337239,1076.70092822384,528.267940895622,2993.51833174186,10.3027742788932,980064.539542256,14743.7380907344,563.011270103952,1000100,0.00412156435897228,4728.43979347745,0.267181863722992,980064.539542256,14743.7380907344,563.011270103952,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,4.57026096039159,8.37789262351146e-05,0.000754010336116031,0.000111393631327045,0.00100254268190871,9.61985635309766,54.5125193342201,10.4401541816564,10.3027742788931,328.221950969666
137,0.266371065048405,0.00038548799711224,0.0034693919739122,111.933315463073,1007.26191103723,496.592414084037,2814.02367980954,9.63832363419495,980382.811032082,14748.1699179219,529.2991800229,1000100,0.00385487997102444,4439.44964402808,0.266371065048405,980382.811032082,14748.1699179219,529.2991800229,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,4.29613046311295,7.84403399281037e-05,0.000705963059352933,0.00010418594516547,0.000937673506462756,8.99944881628894,50.9968766256373,9.76684367659265,9.63832363419499,308.518003322442
138,0.265611889264002,0.000360619205920757,0.00324557285321204,104.714488994741,942.30136823178,466.775729731884,2645.06246848068,9.01672694134743,980681.962683957,14752.3357311855,497.561584395582,1000100,0.0036061920591328,4167.87078238043,0.265611889264002,980681.962683957,14752.3357311855,497.561584395582,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,4.0380946650215,7.34507186115429e-05,0.000661056467503886,9.74646502488531e-05,0.000877181852219471,8.41905450795846,47.7079755450979,9.13695838073011,9.01672694134743,289.972294813586
139,0.264900966294749,0.000337418231247168,0.00303676408116745,97.9612237612414,881.530302843567,438.712112104573,2486.03530192591,8.435218712562,980963.119941848,14756.2511703164,467.686453338913,1000100,0.00337418231241462,3912.67415934786,0.264900966294749,980963.119941848,14756.2511703164,467.686453338913,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,3.79523706332623,6.8786032218561e-05,0.000619074289967049,9.11941165532885e-05,0.000820747048964175,7.87609136542927,44.6311844040992,8.54769605550463,8.435218712562,272.518753105185
